type_id,vale_max_buy,vale_min_sell,vale_available,jita_max_buy,jita_min_sell,jita_available
380,54000.0,368000.0,2525.0,310800.0,400000.0,1467.0
393,,,,3021.0,12400.0,3261.0
394,,373000.0,330.0,210600.0,266300.0,723.0
399,60000.0,60010.0,168.0,6110.0,11380.0,9089.0
400,58510.0,566000.0,279.0,352200.0,508200.0,996.0
405,,,,3037000.0,7700000.0,7.0
421,,,,2264000.0,8390000.0,51.0
434,,157600.0,250.0,50540.0,67390.0,8508.0
438,560000.0,2582000.0,231.0,2152000.0,2400000.0,99.0
439,,16980.0,473.0,13330.0,13690.0,9868.0
440,1621000.0,3594000.0,288.0,3537000.0,4087000.0,1852.0
442,,82840.0,107.0,6120.0,10880.0,44340.0
443,,,,1006.0,3000.0,3043.0
444,,,,1210.0,4262.0,27948.0
447,,199600.0,3232.0,112600.0,164000.0,2508.0
448,809100.0,2289000.0,1997.0,1852000.0,1900000.0,17174.0
450,,3622.0,1773.0,1093.0,6478.0,4166.0
451,,,,2531.0,9998.0,741.0
452,,,,100.2,20000.0,14348.0
453,,67000.0,233.0,22850.0,81290.0,2487.0
454,,80000.0,27.0,30000.0,55000.0,3020.0
455,,,,10100.0,33000.0,842.0
456,,,,89950.0,249800.0,87.0
457,,,,89950.0,146400.0,1500.0
458,,,,195000.0,265000.0,1606.0
459,,,,66440.0,519200.0,12.0
460,,,,113600.0,749800.0,11.0
461,,,,191400.0,1299000.0,86.0
462,,2800000.0,180.0,1496000.0,2470000.0,65.0
463,,,,884500.0,1994000.0,100.0
464,,2500000.0,23.0,1088000.0,2899000.0,102.0
482,73330.0,779000.0,336.0,660400.0,759900.0,3421.0
483,,54990.0,649.0,7118.0,11990.0,25870.0
484,,7900.0,1959.0,1159.0,7000.0,5305.0
485,,,,3057.0,13750.0,3098.0
486,,,,14280.0,33600.0,4853.0
487,,28000.0,613.0,19540.0,30000.0,10004.0
488,,80000.0,13.0,23470.0,62860.0,2195.0
489,,190000.0,56.0,14480.0,21130.0,1567.0
490,,,,76050.0,114000.0,935.0
491,,149000.0,833.0,80000.0,148000.0,3207.0
492,,520100.0,10.0,45310.0,119200.0,505.0
493,,294900.0,3767.0,70240.0,180000.0,1944.0
494,,460000.0,25.0,51130.0,297300.0,1239.0
495,,600100.0,8.0,1299000.0,1600000.0,620.0
496,,,,1256000.0,2171000.0,1714.0
497,,,,989100.0,1779000.0,443.0
498,,,,1961000.0,3269000.0,994.0
499,,6000.0,263.0,13770.0,12790.0,9627.0
501,,99990.0,293.0,49460.0,49470.0,3013.0
503,,100000.0,3.0,151900.0,185900.0,1691.0
506,,,,568100.0,9699000.0,60.0
508,,,,976000.0,3287000.0,14.0
509,,,,3621000.0,27870000.0,30.0
518,,,,3304000.0,17290000.0,2.0
519,600000.0,1646000.0,603.0,1063000.0,1300000.0,5476.0
520,,49870.0,318.0,53930.0,42940.0,768.0
521,,12820000.0,10.0,4374000.0,6200000.0,81.0
522,,,,10010000.0,44780000.0,14.0
523,,,,23290.0,22560.0,12421.0
524,,,,3267.0,47500.0,6929.0
526,,42000.0,313.0,22670.0,31670.0,4011.0
527,600100.0,1639000.0,646.0,1053000.0,1248000.0,5515.0
529,,,,5015.0,27850.0,488.0
530,,,,70740.0,121200.0,1687.0
533,,80000.0,2933.0,13120.0,71990.0,434.0
561,,,,1449.0,5500.0,6836.0
562,,,,9998.0,17890.0,2555.0
563,,698900.0,20.0,22690.0,34910.0,2814.0
564,,99990.0,1359.0,59000.0,41000.0,8873.0
565,,120000.0,2.0,7113.0,32000.0,14509.0
566,,200000.0,50.0,73150.0,120000.0,12551.0
567,,40000.0,284.0,6524.0,33450.0,3495.0
568,,200000.0,2275.0,186100.0,245000.0,2554.0
569,,,,60620.0,148900.0,1626.0
570,,233000.0,753.0,200100.0,243000.0,627.0
571,,,,50170.0,917800.0,29.0
572,,,,76060.0,,
573,,,,1026000.0,2000000.0,315.0
574,,,,1809000.0,2448000.0,3599.0
575,,,,807000.0,1219000.0,83.0
577,,74010.0,164.0,32140.0,48030.0,2082.0
578,22110.0,197500.0,272.0,99970.0,114000.0,5456.0
580,,85000.0,650.0,18310.0,75000.0,2196.0
581,,,,8016.0,97830.0,5128.0
582,,677600.0,15.0,124700.0,159600.0,2775.0
583,,890000.0,9.0,513200.0,650000.0,356.0
584,,1229000.0,53.0,352400.0,352500.0,1628.0
585,,950000.0,44.0,425900.0,500000.0,2108.0
586,,850000.0,29.0,550000.0,644300.0,1211.0
587,108900.0,940000.0,11.0,410000.0,450000.0,3720.0
588,,,,8001.0,39860.0,30204.0
589,60000.0,860000.0,15.0,415300.0,495400.0,1672.0
590,,799900.0,7.0,416600.0,492500.0,398.0
591,,699500.0,50.0,224100.0,340000.0,383.0
592,60000.0,680000.0,21.0,123800.0,144500.0,1659.0
593,,750900.0,36.0,523300.0,644800.0,1336.0
594,39000.0,399000.0,123.0,239200.0,388800.0,3613.0
596,,,,15010.0,25000.0,30807.0
597,,1676000.0,56.0,570000.0,590000.0,2106.0
598,70000.0,720000.0,21.0,486900.0,450000.0,825.0
599,,699900.0,51.0,156200.0,243200.0,1108.0
601,,,,2002.0,12990.0,34353.0
602,209800.0,740000.0,23.0,500300.0,624000.0,1663.0
603,50000.0,390100.0,25.0,180000.0,177000.0,3462.0
605,71000.0,680000.0,182.0,610300.0,700000.0,1491.0
606,,,,3001.0,11000.0,30072.0
607,,798800.0,47.0,503700.0,620000.0,1676.0
608,,4990000.0,22.0,486300.0,557900.0,1246.0
609,,850000.0,35.0,389200.0,400000.0,1850.0
615,,,,1605000000.0,2193000000.0,7.0
617,,,,1405000000.0,2380000000.0,6.0
620,,11260000.0,55.0,9760000.0,10860000.0,351.0
621,4170000.0,14250000.0,180.0,12010000.0,13480000.0,1105.0
622,8100000.0,13990000.0,104.0,12350000.0,13830000.0,361.0
623,10000000.0,15060000.0,67.0,11470000.0,13290000.0,395.0
624,,,,13100000.0,15740000.0,161.0
625,3000000.0,11500000.0,24.0,10890000.0,11790000.0,187.0
626,10400000.0,14550000.0,192.0,12030000.0,13920000.0,1021.0
627,3111000.0,15200000.0,136.0,11510000.0,12010000.0,382.0
628,,14990000.0,17.0,9469000.0,10970000.0,855.0
629,6090000.0,15490000.0,37.0,11620000.0,13640000.0,362.0
630,1100000.0,19000000.0,9.0,11440000.0,11120000.0,158.0
631,4990000.0,11490000.0,125.0,8451000.0,8999000.0,755.0
632,4500000.0,11500000.0,6.0,8802000.0,10000000.0,193.0
633,6000000.0,11990000.0,106.0,9100000.0,10630000.0,330.0
634,3000000.0,11500000.0,131.0,9758000.0,10930000.0,989.0
635,,,,12740000.0,,
638,123500000.0,400000000.0,9.0,307300000.0,335000000.0,99.0
639,124100000.0,354700000.0,19.0,331100000.0,371000000.0,77.0
640,123000000.0,383300000.0,2.0,256900000.0,291400000.0,56.0
641,123300000.0,440000000.0,11.0,320000000.0,349800000.0,60.0
642,122100000.0,438600000.0,7.0,296100000.0,315000000.0,125.0
643,158200000.0,380000000.0,9.0,342700000.0,379600000.0,95.0
644,150000000.0,569000000.0,8.0,324400000.0,350000000.0,49.0
645,123700000.0,369900000.0,25.0,306500000.0,327000000.0,124.0
648,,4280000.0,40.0,891200.0,951000.0,2448.0
649,,4158000.0,70.0,2510000.0,3270000.0,761.0
650,,4749000.0,46.0,2118000.0,2394000.0,439.0
651,,10830000.0,94.0,2675000.0,3200000.0,274.0
652,,9750000.0,3.0,2655000.0,3100000.0,200.0
653,,9701000.0,5.0,811300.0,1700000.0,113.0
654,,5982000.0,56.0,3137000.0,3488000.0,212.0
655,53510.0,4750000.0,34.0,1989000.0,2652000.0,188.0
656,,4536000.0,40.0,2793000.0,3384000.0,294.0
657,,4499000.0,153.0,2731000.0,3290000.0,173.0
671,178100000.0,,,222300000.0,,
672,100.0,20990.0,904.0,16720.0,16500.0,11946.0
683,,,,16210.0,2550000.0,138.0
684,,,,13670.0,2150000.0,295.0
685,,,,12510.0,2350000.0,294.0
686,,,,19300000.0,80500000.0,84.0
687,,,,41240000.0,82500000.0,84.0
688,,,,113500000.0,1135000000.0,84.0
689,,,,500000.0,2100000.0,124.0
690,,,,752000.0,3000000.0,10.0
691,,,,81040.0,3399000.0,57.0
692,,,,28500000.0,124400000.0,8.0
693,,,,40290000.0,1153000000.0,3.0
785,,,,25000.0,92720.0,128.0
786,,,,,60000.0,118.0
788,,,,,,
790,,,,999.0,999960.0,2112.0
803,,,,900800.0,4999000.0,25.0
804,,,,1000.0,3000000.0,24.0
805,,,,12540.0,4000000.0,24.0
806,,,,28050.0,2500000.0,25.0
807,,,,110000.0,700000.0,42.0
808,,,,5000.0,900000.0,42.0
809,,,,5000.0,800000.0,42.0
810,,,,5000.0,750000.0,42.0
811,,,,149000.0,150000.0,131.0
812,,,,1001.0,160000.0,51.0
813,,,,1001.0,180000.0,27.0
814,,,,1004.0,140000.0,160.0
819,,,,,20000.0,212.0
820,,,,,60000.0,109.0
821,,,,100.0,90000.0,139.0
822,,,,100.0,140000.0,14.0
823,,,,,259900.0,1.0
824,,,,,233000.0,6.0
825,,,,100.0,600000.0,132.0
826,,,,,1300000.0,29.0
827,,,,,1599000.0,12.0
828,,,,,1690000.0,57.0
829,,,,,2300000.0,17.0
830,,,,,6899000.0,14.0
831,,,,,9580000.0,11.0
832,,,,,12990000.0,3.0
833,,,,,15980000.0,3.0
834,,,,,20000.0,66.0
835,,,,,60000.0,115.0
836,,,,,90000.0,86.0
837,,,,,418000.0,94.0
838,,,,,590000.0,3.0
839,,,,,588000.0,17.0
840,,,,,632000.0,1.0
841,,,,,1401000.0,51.0
842,,,,,1500000.0,25.0
843,,,,5000.0,1840000.0,27.0
844,,,,,2199000.0,23.0
845,,,,,6551000.0,15.0
846,,,,,,
847,,,,2000000.0,12980000.0,6.0
848,,,,2000000.0,16090000.0,11.0
879,,,,,20000.0,71.0
880,,,,,30000.0,126.0
881,,,,420.0,40000.0,137.0
882,,,,420.0,50000.0,140.0
883,,,,420.0,60000.0,93.0
884,,,,420.0,70000.0,143.0
885,,,,420.0,80000.0,93.0
886,,,,420.0,100000.0,136.0
887,,,,,80000.0,110.0
888,,,,21110.0,1797000.0,46.0
889,,,,,165000.0,144.0
890,,,,20000.0,4993000.0,18.0
891,,,,,235000.0,96.0
892,,,,,298000.0,41.0
893,,,,400000.0,325000.0,146.0
894,,,,,2319000.0,35.0
895,,,,,1359000.0,15.0
896,,,,,1470000.0,36.0
897,,,,,1418000.0,16.0
898,,,,,5170000.0,80.0
899,,,,,2330000.0,59.0
900,,,,,5990000.0,24.0
901,,,,100.0,3170000.0,52.0
902,,,,,3717000.0,13.0
936,,,,25090.0,2920000.0,45.0
937,,,,301600.0,2709000.0,41.0
938,,,,301400.0,3090000.0,18.0
939,,,,5601.0,2850000.0,34.0
940,,,,51830.0,3150000.0,14.0
941,,,,11500.0,3200000.0,20.0
944,,,,1151000.0,3697000.0,9.0
945,,,,830000.0,2800000.0,88.0
946,,,,105900.0,3299000.0,22.0
949,,,,,2850000.0,85.0
950,,,,901500.0,2850000.0,84.0
952,,,,1335000.0,2750000.0,84.0
954,,,,301200.0,3199000.0,10.0
955,,,,551000.0,2560000.0,31.0
956,,,,15810.0,2500000.0,85.0
967,,,,30000.0,40000.0,1679.0
968,,,,8380000.0,83500000.0,84.0
969,,,,33120000.0,95980000.0,7.0
970,,,,2245000.0,104900000.0,2.0
971,,,,42550000.0,103900000.0,10.0
972,,,,31510000.0,94980000.0,9.0
973,,,,33920000.0,105000000.0,5.0
974,,,,50650000.0,89990000.0,8.0
975,,,,21320000.0,97970000.0,5.0
976,,,,45210000.0,124500000.0,4.0
977,,,,25140000.0,81500000.0,84.0
978,,,,51000000.0,102800000.0,5.0
979,,,,20910000.0,102200000.0,8.0
983,,,,,3487500.0,85.0
984,,,,5.0,7425000.0,84.0
985,,,,330000.0,3300000.0,14.0
986,,,,101100.0,5400000.0,24.0
987,,,,2364000.0,9880000.0,1.0
988,,,,372100.0,3817000.0,35.0
989,,,,1334000.0,3700000.0,39.0
990,,,,780200.0,6580000.0,33.0
991,,,,2062000.0,4520000.0,22.0
992,,,,1000000.0,,
994,,,,224900000.0,1075000000.0,84.0
995,,,,21010000.0,1495000000.0,2.0
996,,,,13300000.0,1391000000.0,2.0
997,,,,12960000.0,1705000000.0,2.0
998,,,,104800000.0,1238000000.0,1.0
999,,,,21300000.0,1746000000.0,4.0
1002,,,,50000000000.0,,
1010,,,,,49920.0,155.0
1026,,,,,87360.0,96.0
1032,,,,,91160.0,111.0
1067,,,,1111.0,316360.0,67.0
1072,,,,50.0,64500.0,68.0
1074,,,,12500.0,996800.0,61.0
1075,,,,10000.0,19840.0,18.0
1076,,,,1000.0,690000.0,51.0
1079,,,,3556.0,394240.0,201.0
1096,,,,,472700.0,28.0
1099,,,,,450100.0,17.0
1100,,,,,499980.0,861.0
1102,,,,2600.0,224880.0,92.0
1105,,,,,125000.0,96.0
1106,,,,,395040.0,134.0
1109,,,,100.0,199680.0,159.0
1112,,,,,20000.0,195.0
1113,,,,,60000.0,12.0
1114,,,,,90000.0,21.0
1115,,,,,120000.0,32.0
1116,,,,100.0,150000.0,196.0
1117,,,,,600000.0,102.0
1118,,,,,200000.0,102.0
1119,,,,100.0,1200000.0,102.0
1120,,,,,900000.0,102.0
1121,,,,,1500000.0,262.0
1122,,,,,6000000.0,102.0
1123,,,,1800000.0,2000000.0,102.0
1124,,,,,12000000.0,42.0
1125,,,,10000000.0,15000000.0,102.0
1126,,,,,9000000.0,102.0
1128,,,,,281240.0,40.0
1129,,,,,750000.0,67.0
1130,,,,,20000.0,158.0
1131,,,,100.0,30000.0,127.0
1132,,,,,40000.0,132.0
1133,,,,,50000.0,206.0
1134,,,,,60000.0,123.0
1135,,,,,70000.0,141.0
1136,,,,,80000.0,141.0
1137,,,,99990.0,100000.0,206.0
1138,,,,10000.0,80000.0,150.0
1139,,,,,110000.0,191.0
1140,,,,,150000.0,16.0
1141,,,,,175000.0,167.0
1142,,,,,225000.0,17.0
1143,,,,,275000.0,18.0
1144,,,,100.0,325000.0,16.0
1145,,,,,400000.0,17.0
1146,,,,,200000.0,12.0
1147,,,,,300000.0,17.0
1148,,,,,400000.0,17.0
1149,,,,,500000.0,16.0
1150,,,,,600000.0,17.0
1151,,,,,700000.0,17.0
1152,,,,100.0,800000.0,16.0
1153,,,,,1000000.0,17.0
1154,,,,,30000.0,98.0
1155,,,,,20000.0,73.0
1156,,,,,10000.0,93.0
1157,,,,,12500.0,48.0
1158,,,,,15000.0,66.0
1159,,,,,33050.0,61.0
1160,,,,,35000.0,61.0
1161,,,,,56910.0,52.0
1162,,,,50100.0,379900.0,19.0
1163,,,,50100.0,309000.0,39.0
1164,,,,76300.0,177000.0,37.0
1165,,,,,125000.0,48.0
1166,,,,15000.0,210000.0,54.0
1167,,,,50100.0,349900.0,65.0
1168,,,,35000.0,411000.0,21.0
1169,,,,50000.0,500000.0,53.0
1170,,,,,3300000.0,10.0
1171,,,,,2690000.0,3.0
1172,,,,,1699000.0,18.0
1173,,,,,1250000.0,48.0
1174,,,,,1730000.0,32.0
1175,,,,,3799000.0,6.0
1176,,,,,3881000.0,33.0
1177,,,,100000.0,4520000.0,9.0
1178,,,,101.1,100000.0,210.0
1179,,,,101.0,250000.0,177.0
1182,,79950.0,361.0,20040.0,27310.0,1316.0
1183,69260.0,657000.0,1374.0,582100.0,634800.0,1874.0
1185,,,,19600.0,22470.0,4330.0
1186,,,,100.0,100000.0,14.0
1190,1200.0,1243000.0,386.0,475000.0,679900.0,585.0
1192,,,,179500.0,5875000.0,29.0
1193,,,,100200.0,9000000.0,1.0
1195,,83990.0,1600.0,43000.0,76040.0,6601.0
1196,,,,,,
1197,,300000.0,16.0,1011.0,51730.0,5891.0
1198,,131600.0,686.0,4002.0,98960.0,408.0
1201,,142300.0,36.0,66760.0,74000.0,13005.0
1202,,,,13250.0,15540.0,1100.0
1204,,,,100.0,53000.0,10.0
1208,,,,,29440.0,1096.0
1210,,,,100.0,416640.0,84.0
1212,,,,100.0,,
1214,,,,601000.0,5000000.0,2112.0
1216,,,,100.0,180000.0,6.0
1218,,,,,1498600.0,316.0
1220,,,,,45000.0,12.0
1221,,,,1001.0,9000000.0,11.0
1223,,20880.0,7485.0,2518.0,2800.0,57062.0
1224,,,,21.75,24.92,15499902.0
1225,7000.0,,,7470.0,9447.0,51340.0
1226,,,,492.4,600.0,84066.0
1227,300.0,,,337.1,393.8,11403887.0
1228,,,,15.66,14.0,3707573.0
1229,,4000.0,12.0,3436.0,3684.0,399160.0
1230,,,,10.7,11.26,170847794.0
1231,,,,2378.0,2379.0,1364283.0
1232,,,,7501.0,8990.0,8779.0
1236,81910.0,548000.0,1393.0,390100.0,470000.0,7119.0
1240,,,,2524000.0,8700000.0,28.0
1242,,,,224700.0,1496000.0,52.0
1244,,1000000.0,10.0,16610.0,21880.0,7839.0
1245,,,,100.0,249980.0,234.0
1246,,44900.0,174.0,2113.0,10000.0,8738.0
1247,,,,100.0,41600.0,85.0
1248,78110.0,868000.0,2033.0,600600.0,890000.0,3746.0
1254,,85370.0,16.0,4620.0,9978.0,2050.0
1255,,,,,41600.0,84.0
1256,,474600.0,132.0,398000.0,554500.0,727.0
1262,,,,152700.0,3598000.0,7.0
1264,,,,2001.0,9999.0,255.0
1265,,,,100.0,49740.0,25.0
1266,35550.0,599900.0,33.0,101700.0,288600.0,347.0
1272,,,,168500.0,9000000.0,1.0
1274,,,,6995.0,9999.0,280.0
1275,,,,,170000.0,9.0
1276,,552700.0,363.0,22110.0,497800.0,1583.0
1282,,,,10000.0,,
1284,,,,2005.0,89950.0,1213.0
1285,,,,,,
1286,,312500.0,468.0,70340.0,112000.0,183.0
1292,,,,10000.0,4698000.0,2.0
1294,,15000.0,243.0,1001.0,124000.0,800.0
1295,,,,100.0,55000.0,125.0
1296,,305900.0,695.0,131200.0,197500.0,1059.0
1302,,,,1751000.0,28980000.0,9.0
1304,,,,5031.0,11000.0,8027.0
1305,,,,,74680.0,20.0
1306,61120.0,282000.0,204.0,224800.0,267200.0,3563.0
1315,,,,61000.0,1000000.0,46.0
1317,,10000.0,11567.0,3321.0,5000.0,30717.0
1318,,,,,16640.0,3586.0
1319,36340.0,375200.0,1197.0,345800.0,350000.0,11139.0
1333,,29990.0,53.0,16080.0,32500.0,6131.0
1334,,,,,125000.0,274.0
1335,103900.0,326800.0,602.0,235100.0,298200.0,13347.0
1351,,,,1075000.0,7499000.0,84.0
1353,,498900.0,522.0,16360.0,40000.0,2585.0
1354,,,,,99200.0,84.0
1355,231100.0,735000.0,1109.0,602000.0,685000.0,1439.0
1401,,,,503400.0,10000000.0,22.0
1403,1.0,46490.0,1336.0,13250.0,23800.0,7042.0
1404,,,,,54380.0,262.0
1405,265100.0,447000.0,1488.0,371000.0,430800.0,8385.0
1419,,,,3123000.0,7490000.0,41.0
1422,70000.0,659000.0,229.0,503800.0,745400.0,1403.0
1436,100100.0,1000000.0,362.0,807700.0,918300.0,980.0
1445,,84830.0,125.0,15100.0,29990.0,789.0
1446,,,,,97440.0,84.0
1447,57960.0,569000.0,1146.0,483100.0,592800.0,7327.0
1537,,,,625700.0,27980000.0,14.0
1539,,79010.0,55.0,12410.0,24750.0,14667.0
1540,,,,,99200.0,84.0
1541,51110.0,887300.0,873.0,677100.0,712400.0,3140.0
1547,,,,5010.0,56000.0,84.0
1548,,,,,4400000.0,3.0
1549,,1893000.0,200.0,306200.0,2495000.0,51.0
1551,,,,9422.0,63690.0,317.0
1552,,,,,500000.0,81.0
1553,,4950000.0,20.0,503100.0,2810000.0,167.0
1557,,,,12560.0,100000.0,223.0
1558,,,,,600000.0,84.0
1559,,1888000.0,144.0,511500.0,2039000.0,121.0
1563,,,,33020.0,100000.0,890.0
1564,,,,,1670000.0,49.0
1565,,2244000.0,133.0,580300.0,1105000.0,334.0
1798,,,,50110000.0,84980000.0,6.0
1800,,,,24130000.0,37590000.0,11.0
1802,,,,11940000.0,20800000.0,8.0
1804,,,,1612000.0,6000000.0,16.0
1808,,80000.0,20.0,4000.0,37770.0,9033.0
1809,,,,187500.0,187420.0,48.0
1810,,49.0,447500.0,9.95,17.75,32408161.0
1811,,,,,150000.0,6.0
1814,,,,5.75,12.88,1175816.0
1815,,,,,140000.0,6.0
1816,,,,13.1,13.11,4589497.0
1817,,,,,160000.0,1005.0
1818,22.0,99.99,4056317.0,61.5,80.0,7172698.0
1819,,,,100.0,750000.0,6.0
1820,,,,36.26,109.0,11874588.0
1821,,,,,900000.0,6.0
1822,,20.01,1100.0,5.07,56.0,16209361.0
1823,,,,,700000.0,6.0
1824,,250.0,8020.0,65.33,99.0,4905204.0
1825,,,,,800000.0,6.0
1826,120.0,300.0,338392.0,228.5,339.8,418941.0
1827,,,,,3000000.0,6.0
1828,90.0,249.9,54800.0,278.5,299.9,2313480.0
1829,,,,,5000000.0,6.0
1830,33.01,190.0,169589.0,113.4,180.0,5807260.0
1831,,,,5555.0,2500000.0,6.0
1832,33.01,119.9,173300.0,300.4,1215.0,104512.0
1833,,,,,4000000.0,6.0
1855,,947800.0,101.0,752700.0,1056000.0,1029.0
1875,,,,14010.0,19300.0,8368.0
1876,,,,,90000.0,259.0
1877,808100.0,1122000.0,1474.0,937200.0,1142000.0,1961.0
1893,,,,13430000.0,25980000.0,16.0
1944,474000.0,4750000.0,62.0,2833000.0,3000000.0,364.0
1945,,,,638400.0,5700000.0,22.0
1948,,,,30600.0,54980.0,1256.0
1949,,,,50140.0,1999000.0,18.0
1951,,,,36760.0,4100000.0,178.0
1952,118000.0,1178000.0,958.0,933100.0,1050000.0,3083.0
1955,,75000.0,42.0,12320.0,18820.0,1441.0
1956,,99990.0,56.0,34200.0,112800.0,2205.0
1957,,100000.0,81.0,42300.0,100000.0,2042.0
1958,,99780.0,149.0,8005.0,37920.0,2456.0
1963,,,,11300.0,39000.0,11461.0
1964,1900.0,1342000.0,170.0,884400.0,1567000.0,1455.0
1968,,,,52180.0,88500.0,4474.0
1969,,2327000.0,651.0,1702000.0,1703000.0,1203.0
1973,,203100.0,218.0,18310.0,33700.0,6977.0
1977,,80000.0,388.0,6000.0,14840.0,8072.0
1978,450000.0,1529000.0,733.0,1701000.0,1854000.0,1245.0
1986,,,,20150.0,99000.0,1376.0
