type_id,lowest,average,highest,volume
1956,,,,
1957,94480.0,96688.0,100000.0,12.0
1958,,,,
1963,,,,
1964,1343000.0,1346333.3333333333,1349000.0,43.0
1968,,,,
1969,2322000.0,2338101.815,2353000.0,170.0
1973,169900.0,298083.3333333333,504500.0,6.0
1977,80000.0,80000.0,80000.0,2.0
1978,1500000.0,1528306.2116666667,1534000.0,325.0
1986,5000.0,5000.0,5000.0,4.0
1987,515300.0,938088.8566666666,1133000.0,192.0
1998,,,,
1999,869900.0,894476.3583333334,899900.0,205.0
2001,,,,
2006,,,,
2007,,,,
2008,,,,
2009,,,,
2018,52900.0,53250.0,55000.0,4.0
2019,,,,
2020,260300.0,260300.0,260300.0,3.0
2021,,,,
2024,1224000.0,1232058.3433333335,1246500.0,116.0
2026,,,,
2027,,,,
2028,,,,
2029,,,,
2030,,,,
2031,,,,
2032,92030.0,585332.2516666666,619000.0,455.0
2034,,,,
2035,,,,
2036,,,,
2037,,,,
2038,1000000.0,1031504.7616666667,1057000.0,28.0
2040,,,,
2041,,,,
2042,,,,
2043,,,,
2044,,,,
2046,50000.0,68320.64,100000.0,61.0
2047,,,,
2048,499700.0,508183.3333333333,519700.0,1702.0
2050,304500000.0,329875000.0,355300000.0,4.0
2053,,,,
2054,,,,
2055,,,,
2056,,,,
2057,,,,
2058,,,,
2059,,,,
2060,,,,
2061,,,,
2062,,,,
2073,1.14,1.14,1.14,607534.0
2078,,,,
2082,,,,
2103,,,,
2104,1158000.0,1158000.0,1158000.0,14.0
2108,,,,
2109,785800.0,1302634.9883333333,1411000.0,309.0
2117,1500000.0,1753839.2850000001,1800000.0,51.0
2161,566600.0,566645.0,566700.0,23.0
2162,,,,
2173,99980.0,99986.0,99990.0,102.0
2174,,,,
2175,540800.0,1130673.1733333333,1150000.0,538.0
2178,,,,
2180,,,,
2182,,,,
2183,49980.0,49987.5,49990.0,74.0
2184,,,,
2185,969900.0,996410.7583333333,996900.0,714.0
2188,,,,
2193,199000.0,199809.52333333335,200000.0,15.0
2194,,,,
2195,2407000.0,2594968.066666667,2703000.0,490.0
2203,2507.0,23548.61666666667,23860.0,261.0
2204,,,,
2205,441000.0,445733.3333333333,449900.0,1166.0
2254,299800.0,423463.33666666667,500000.0,117.0
2267,,,,
2268,,,,
2270,3.78,5.556666666666666,8.0,4001602.0
2272,,,,
2281,2490000.0,2537500.0,2585000.0,1922.0
2286,,,,
2287,3.62,3.62,3.62,694411.0
2288,1.18,1.18,1.18,882286.0
2289,,,,
2290,,,,
2291,189000.0,189000.0,189000.0,1.0
2292,,,,
2293,,,,
2294,,,,
2295,,,,
2296,,,,
2297,987900.0,988633.3333333334,989000.0,34.0
2299,50160.0,1822144.7966666669,1879000.0,146.0
2301,1699000.0,2043221.0999999999,2327000.0,246.0
2303,121300.0,1859241.63,1950000.0,91.0
2305,,,,
2306,1.14,5.57,10.0,358859.0
2307,2.01,2.01,2.01,14783.0
2308,,,,
2309,,,,
2310,,,,
2311,,,,
2312,22360.0,22383.333333333332,22400.0,2470.0
2317,9400.0,9733.333333333334,9900.0,22160.0
2319,10800.0,16296.666666666666,17630.0,20142.0
2321,,,,
2327,,,,
2328,8800.0,8900.0,9000.0,10065.0
2329,10500.0,10750.0,11000.0,11105.0
2331,,,,
2332,,,,
2333,1050000.0,1054790.5883333331,1098000.0,82.0
2341,,,,
2344,71500.0,71500.0,71500.0,699.0
2345,78000.0,78000.0,78000.0,2600.0
2346,104900.0,104900.0,104900.0,2500.0
2348,140000.0,150500.0,161000.0,6487.0
2349,,,,
2351,109800.0,109800.0,109800.0,39.0
2352,108000.0,108000.0,108000.0,16.0
2354,,,,
2355,,,,
2358,,,,
2360,65000.0,65000.0,65000.0,300.0
2361,140000.0,140000.0,140000.0,500.0
2363,,,,
2364,1400000.0,1471292.7816666665,1788000.0,289.0
2366,,,,
2367,180600.0,180600.0,180600.0,3.0
2368,,,,
2369,,,,
2371,,,,
2373,,,,
2374,,,,
2375,,,,
2376,,,,
2377,,,,
2389,477.0,510.225,539.9,854480.0
2390,667.2,680.4399999999999,700.0,1100886.0
2392,660.0,679.0,709.0,154155.0
2393,501.2,518.25,548.0,1899103.0
2395,632.0,681.58,696.0,781039.0
2396,294.4,301.4166666666667,330.0,720652.0
2397,640.0,687.25,705.0,1874533.0
2398,530.0,571.62,591.0,1714900.0
2399,699.0,727.5,764.0,1490957.0
2400,401.1,457.68333333333334,500.0,3263446.0
2401,782.2,790.4166666666666,808.0,2565819.0
2403,,,,
2404,1000000.0,1132129.3583333334,1142000.0,159.0
2406,,,,
2410,1103000.0,1394353.8216666665,1400000.0,772.0
2420,5389000.0,5430797.628333333,5499000.0,255.0
2436,1948000.0,1994166.6666666667,2017000.0,7279.0
2444,69790.0,69790.0,69790.0,111.0
2445,,,,
2446,507400.0,1782980.66,1973000.0,434.0
2454,24880.0,34605.71833333333,49900.0,317.0
2455,,,,
2456,120100.0,437528.7316666667,443900.0,910.0
2463,9500.0,11707.5,12470.0,16354.0
2464,15000.0,18835.093333333334,19990.0,822.0
2465,,,,
2466,389900.0,394950.0,400000.0,1875.0
2476,114900.0,114900.0,114900.0,3.0
2477,,,,
2478,2158000.0,2191160.73,2243000.0,125.0
2486,2000.0,10582.558333333332,10930.0,773.0
2487,,,,
2488,399900.0,399983.3333333333,400000.0,3667.0
2495,,,,
2505,,,,
2506,44.55,232.11800000000002,530.0,6992.0
2507,,,,
2508,48.53,48.55,48.57,1100.0
2509,,,,
2510,44.53,44.5375,44.56,1000.0
2511,,,,
2512,400.0,400.0,400.0,12901.0
2513,,,,
2514,0.1,0.1,0.1,400.0
2515,,,,
2516,0.53,1.2766666666666666,5.0,700.0
2517,,,,
2524,571200.0,644837.57,664900.0,143.0
2525,100000.0,403461.57,496100.0,67.0
2529,,,,
2530,,,,
2531,689800.0,691412.5,693900.0,8.0
2533,300000.0,405015.68166666664,482000.0,73.0
2534,591900.0,604866.6666666666,664900.0,156.0
2537,,,,
2538,,,,
2539,1000000.0,1076229.1666666667,1081000.0,37.0
2545,320000.0,320000.0,320000.0,4.0
2546,,,,
2547,84900.0,820980.0016666666,850000.0,44.0
2549,500000.0,659285.09,662900.0,108.0
2550,1000.0,387319.24500000005,496500.0,66.0
2551,299900.0,398288.094,482900.0,71.0
2553,109700.0,1164982.4183333332,1189000.0,185.0
2559,1700000.0,1726109.1849999998,1730000.0,149.0
2563,1375000.0,1388157.4666666666,1390000.0,39.0
2567,1986000.0,1988381.9433333334,1992000.0,50.0
2571,1478000.0,1480794.445,1484000.0,93.0
2575,1866000.0,1949962.2333333334,2000000.0,140.0
2589,500000000.0,500000000.0,500000000.0,1.0
2603,11990.0,13576.0,15950.0,35.0
2604,,,,
2605,350000.0,382850.0,394200.0,1096.0
2613,198.5,207.01666666666665,248.6,198991.0
2621,699.9,700.4666666666667,702.4,45906.0
2629,520.0,528.3166666666667,530.0,2680432.0
2637,,,,
2647,63.91,63.913333333333334,63.92,19848.0
2655,638.2,638.2,638.2,33679.0
2679,116.0,116.96666666666665,118.6,1475983.0
2735,,,,
2736,,,,
2737,,,,
2739,,,,
2740,,,,
2741,,,,
2750,,,,
2752,,,,
2755,,,,
2757,,,,
2759,,,,
2761,,,,
2763,,,,
2774,,,,
2775,,,,
2776,,,,
2777,,,,
2778,,,,
2779,,,,
2780,,,,
2781,,,,
2782,,,,
2783,,,,
2784,,,,
2785,,,,
2787,,,,
2792,,,,
2794,,,,
2796,,,,
2798,,,,
2799,,,,
2801,1969.0,1987.6666666666667,1992.0,4570.0
2803,,,,
2804,,,,
2805,,,,
2806,,,,
2807,,,,
2808,,,,
2810,,,,
2811,1968.0,1983.6666666666667,1998.0,73193.0
2813,,,,
2814,,,,
2815,,,,
2816,,,,
2817,99.93,99.93,99.93,80370.0
2819,,,,
2822,,,,
2823,,,,
2824,,,,
2825,,,,
2826,,,,
2827,,,,
2828,,,,
2829,,,,
2830,,,,
2833,,,,
2834,,,,
2836,,,,
2863,,,,
2865,4740000.0,4740000.0,4740000.0,8.0
2867,1961000.0,1961540.54,1963000.0,74.0
2868,2290000.0,2290000.0,2290000.0,27.0
2869,1499000.0,1499000.0,1499000.0,22.0
2870,1213000.0,1231250.0,1286000.0,680.0
2871,1850000.0,1850000.0,1850000.0,37.0
2872,1890000.0,1907837.8399999999,1995000.0,53.0
2873,595800.0,611208.0716666667,617300.0,509.0
2875,1355000.0,1355000.0,1355000.0,10.0
2876,2240000.0,2241625.0,2245000.0,1503.0
2881,800000.0,914612.7280000001,1184000.0,104.0
2889,430000.0,995295.0666666668,999900.0,231.0
2897,1801000.0,1984551.7033333334,1999000.0,197.0
2905,1232000.0,1232000.0,1232000.0,25.0
2913,900000.0,2262408.165,2294000.0,242.0
2921,2200000.0,2503328.5725,2742000.0,62.0
2929,5294000.0,5399862.783333333,5739000.0,257.0
2937,1995000.0,1995000.0,1995000.0,44.0
2945,4000000.0,4000000.0,4000000.0,4.0
2948,,,,
2953,7199000.0,7199000.0,7199000.0,34.0
2961,8148000.0,8148813.308333334,8150000.0,182.0
2969,1000000.0,1657562.54,1735000.0,121.0
2977,1307000.0,1642700.0233333334,1919000.0,123.0
2985,4896000.0,4896000.0,4896000.0,8.0
2993,400000.0,520000.0,640000.0,8.0
2998,127100000.0,148333333.33333334,151550000.0,6.0
3001,809600.0,809600.0,809600.0,56.0
3009,,,,
3017,750300.0,793766.6666666666,799200.0,15.0
3025,2500000.0,2580478.332,2600000.0,213.0
3033,189800.0,1476278.3116666665,1518000.0,581.0
3039,,,,
3041,92930.0,1198621.6283333334,1299000.0,191.0
3049,7848000.0,7849000.0,7850000.0,16.0
3057,6623000.0,7253116.038333334,7300000.0,122.0
3065,7423000.0,7439800.0,7449000.0,44.0
3074,1169000.0,1212286.364,1248000.0,39.0
3077,,,,
3078,,,,
3079,,,,
3080,,,,
3081,,,,
3082,2101000.0,2965677.908333333,2987500.0,562.0
3084,,,,
3085,,,,
3086,,,,
3087,,,,
3088,,,,
3089,,,,
3090,7499500.0,7643277.778333333,7689000.0,84.0
3092,,,,
3093,,,,
3094,,,,
3095,,,,
3096,11340000.0,11340000.0,11340000.0,1.0
3097,,,,
3098,899000.0,949450.0,999900.0,8.0
3100,,,,
3101,,,,
3102,,,,
3103,,,,
3104,,,,
3105,,,,
3106,2692000.0,2698333.3333333335,2700000.0,17.0
3108,,,,
3109,,,,
3110,,,,
3111,,,,
3112,,,,
3113,,,,
3114,3149000.0,3149000.0,3149000.0,7.0
3116,,,,
3117,,,,
3118,,,,
3119,,,,
3120,,,,
3121,,,,
3122,1100000.0,1100000.0,1100000.0,4.0
3124,,,,
3125,,,,
3126,,,,
3127,,,,
3128,,,,
3129,,,,
3130,1893000.0,1897000.0,1899000.0,11.0
3132,,,,
3133,,,,
3134,,,,
3135,,,,
3136,15930000.0,15930000.0,15930000.0,2.0
3137,,,,
3138,2250000.0,2728282.83,2800000.0,107.0
3140,,,,
3141,,,,
3142,,,,
3143,,,,
3144,,,,
3145,,,,
3146,2595000.0,2817630.1,3187000.0,630.0
3148,,,,
3149,,,,
3150,,,,
3151,,,,
3152,,,,
3153,,,,
3154,5902000.0,5902000.0,5902000.0,12.0
3156,,,,
3157,,,,
3158,,,,
3159,,,,
3160,,,,
3161,,,,
3162,669800.0,679960.0,695400.0,62.0
3164,,,,
3165,,,,
3166,,,,
3167,,,,
3168,9000000.0,9000000.0,9000000.0,6.0
3169,,,,
3170,985000.0,1359750.0,2000000.0,50.0
3172,,,,
3173,,,,
3174,,,,
3175,,,,
3176,,,,
3177,,,,
3178,869900.0,955121.9116666666,962400.0,620.0
3180,,,,
3181,,,,
3182,100500000.0,100500000.0,100500000.0,1.0
3183,,,,
3184,,,,
3185,,,,
3186,6098000.0,6262538.890000001,6599000.0,89.0
3188,,,,
3189,,,,
3190,,,,
3191,,,,
3192,,,,
3193,13190000.0,13190000.0,13190000.0,1.0
3194,,,,
3195,,,,
3196,,,,
3197,,,,
3198,,,,
3199,,,,
3200,,,,
3201,,,,
3202,,,,
3203,,,,
3204,,,,
3205,,,,
3206,,,,
3207,,,,
3208,,,,
3209,,,,
3210,,,,
3211,,,,
3212,,,,
3213,,,,
3214,,,,
3215,,,,
3216,,,,
3217,,,,
3218,,,,
3220,,,,
3221,,,,
3222,,,,
3223,,,,
3224,,,,
3225,,,,
3226,,,,
3227,,,,
3228,,,,
3229,,,,
3230,,,,
3231,,,,
3232,,,,
3233,,,,
3234,,,,
3235,,,,
3236,,,,
3237,8319000.0,8353305.555,8415000.0,10.0
3238,,,,
3239,734600000.0,734600000.0,734600000.0,1.0
3240,9999000.0,9999000.0,9999000.0,9.0
3241,,,,
3242,178150.0,178657.62,178900.0,53.0
3243,,,,
3244,1001000.0,1707253.555,1759000.0,510.0
3246,,,,
3247,,,,
3248,,,,
3249,,,,
3250,,,,
3251,,,,
3252,,,,
3253,20730000.0,20900000.0,21070000.0,2.0
3254,,,,
3255,,,,
3256,7918000.0,7968231.068333332,8256000.0,100.0
3257,,,,
3258,,,,
3262,,,,
3263,,,,
3264,,,,
3265,7070000.0,7088957.835,7111000.0,41.0
3266,,,,
3267,,,,
3268,,,,
3269,,,,
3270,,,,
3271,,,,
3272,,,,
3273,,,,
3274,,,,
3275,,,,
3276,,,,
3277,,,,
3278,,,,
3279,,,,
3280,,,,
3281,,,,
3282,,,,
3283,,,,
3284,,,,
3285,1384000.0,1384000.0,1384000.0,4.0
3287,,,,
3288,,,,
3289,,,,
3290,,,,
3291,,,,
3292,,,,
3293,550200.0,575610.0,650200.0,20.0
