type_id,lowest,average,highest,volume
12297,,,,
12300,,,,
12301,,,,
12302,,,,
12304,,,,
12305,,,,
12344,,,,
12345,,,,
12346,1510000.0,1510400.0,1512000.0,58.0
12354,,,,
12355,,,,
12356,,,,
12365,,,,
12366,,,,
12367,,,,
12441,,,,
12442,,,,
12478,,,,
12484,,,,
12485,,,,
12486,,,,
12487,,,,
12528,,,,
12529,,,,
12530,,,,
12531,,,,
12532,,,,
12533,,,,
12534,,,,
12535,,,,
12536,,,,
12537,,,,
12538,,,,
12539,,,,
12540,,,,
12541,,,,
12542,,,,
12543,,,,
12544,111200.0,111200.0,111200.0,7.0
12545,900.0,900.0,900.0,15.0
12546,29000.0,29000.0,29000.0,4.0
12547,,,,
12548,,,,
12549,,,,
12550,,,,
12551,,,,
12557,93900.0,94028.59166666667,94510.0,170.0
12559,95490.0,99130.34666666666,100000.0,1140.0
12563,107900.0,131629.28166666665,136600.0,516.0
12565,87920.0,96171.07833333332,99990.0,994.0
12608,64.78,64.78,64.78,359058.0
12612,53.5,53.695,53.75,988530.0
12614,47.76,47.76,47.76,214820.0
12618,12.0,50.32,59.9,33137.0
12620,49.4,49.471666666666664,49.49,73406.0
12625,64.0,64.83333333333333,65.0,105195.0
12631,130.0,130.0,130.0,11840.0
12633,96.98,96.98,96.98,23162.0
12709,96990.0,96990.0,96990.0,6.0
12710,,,,
12729,163900000.0,164333333.33333334,164600000.0,4.0
12730,,,,
12731,189900000.0,190855000.0,197500000.0,16.0
12732,,,,
12733,119900000.0,119991666.6675,120000000.0,12.0
12734,,,,
12735,33100000.0,115508333.33333333,123000000.0,12.0
12736,,,,
12743,143700000.0,146105000.0,149300000.0,13.0
12744,,,,
12745,185000000.0,187678333.33333334,190100000.0,23.0
12746,,,,
12747,150000000.0,150000000.0,150000000.0,8.0
12748,,,,
12753,179900000.0,179953333.334,180000000.0,11.0
12754,,,,
12761,789.9,791.6166666666667,792.0,63844.0
12765,750.0,770.0,780.0,51867.0
12767,236.9,255.38333333333335,270.8,341564.0
12771,269.9,274.1333333333333,276.0,135244.0
12773,249.6,249.6,249.6,186270.0
12775,509.9,516.6333333333333,520.0,230846.0
12777,218.9,222.51666666666665,229.7,483026.0
12779,573.0,573.1999999999999,573.3,462639.0
12785,50.0,186.23333333333335,187.9,307332.0
12787,299.8,309.3666666666667,319.0,329114.0
12789,143.9,144.31666666666666,145.0,582276.0
12791,300.0,300.0,300.0,1982890.0
12801,196.0,196.91666666666666,197.1,290988.0
12803,569.9,594.8666666666667,599.9,101750.0
12805,285.0,316.98333333333335,345.0,393452.0
12807,266.6,267.34000000000003,269.9,59500.0
12814,278000.0,278795.0983333333,280900.0,254.0
12816,439000.0,440558.06,443500.0,509.0
12818,209000.0,212146.59,214400.0,147.0
12820,415000.0,427375.2233333333,430000.0,249.0
12822,320100.0,392190.462,399400.0,307.0
12824,319000.0,319000.0,319000.0,98.0
12826,266300.0,276836.01,299900.0,215.0
12828,480000.0,491680.0,538400.0,62.0
12836,,,,
12865,,,,
12994,,,,
12995,,,,
13000,,,,
13001,2282000.0,2283227.0766666667,2285000.0,74.0
13003,419400.0,1514904.6816666666,1571000.0,102.0
13119,85.0,130.6,199.0,26850.0
13166,23220000.0,23282000.0,23350000.0,7.0
13202,,,,
13209,49000000.0,49772500.0,49910000.0,5.0
13216,19660000.0,19702587.3,19730000.0,40.0
13217,22750000.0,22806250.0,22890000.0,6.0
13218,22270000.0,22510000.0,22990000.0,4.0
13219,23260000.0,24575000.0,25890000.0,6.0
13220,12960000.0,12960000.0,12960000.0,1.0
13221,,,,
13222,23430000.0,23476666.666666668,23500000.0,3.0
13223,,,,
13224,2788000.0,9144000.0,15500000.0,2.0
13225,1700000.0,1700000.0,1700000.0,1.0
13226,21660000.0,21660000.0,21660000.0,1.0
13227,,,,
13228,,,,
13229,23990000.0,24656666.666666668,25990000.0,3.0
13230,,,,
13231,23210000.0,23210000.0,23210000.0,3.0
13232,,,,
13233,21120000.0,21120000.0,21120000.0,1.0
13234,,,,
13235,,,,
13236,,,,
13237,20080000.0,20105500.0,20150000.0,10.0
13238,,,,
13239,,,,
13240,21180000.0,21270000.0,21400000.0,5.0
13241,,,,
13242,34990000.0,34990000.0,34990000.0,1.0
13243,16290000.0,16320000.0,16350000.0,4.0
13244,20840000.0,20862777.778333332,20910000.0,18.0
13245,18900000.0,18900000.0,18900000.0,1.0
13246,20800000.0,20950000.0,20980000.0,4.0
13247,19390000.0,19395000.0,19410000.0,3.0
13248,21390000.0,21456666.666666668,21590000.0,3.0
13249,23315000.0,23586833.334,23890000.0,13.0
13250,21000000.0,22531000.0,24000000.0,8.0
13251,,,,
13252,,,,
13253,,,,
13254,,,,
13255,,,,
13256,21960000.0,22036666.666666668,22120000.0,4.0
13257,9283000.0,9283000.0,9283000.0,1.0
13258,,,,
13259,20670000.0,20820507.936666667,21250000.0,29.0
13260,20430000.0,22733000.0,24900000.0,15.0
13261,19540000.0,19636063.493333336,20000000.0,28.0
13262,8899000.0,8899000.0,8899000.0,3.0
13263,24010000.0,24014666.666666668,24080000.0,8.0
13265,,,,
13267,,,,
13278,,,,
13279,,,,
13283,,,,
13284,,,,
13285,,,,
13286,,,,
13287,,,,
13288,,,,
13320,,,,
13321,,,,
13773,,,,
13774,,,,
13775,,,,
13776,,,,
13777,,,,
13778,,,,
13779,,,,
13780,,,,
13781,,,,
13782,,,,
13783,,,,
13784,,,,
13785,,,,
13786,,,,
13787,,,,
13788,,,,
13791,,,,
13793,,,,
13795,,,,
13797,,,,
13799,,,,
13801,,,,
13803,,,,
13805,,,,
13807,,,,
13809,,,,
13811,,,,
13813,,,,
13815,,,,
13817,,,,
13819,,,,
13820,,,,
13821,,,,
13822,,,,
13823,,,,
13824,,,,
13825,,,,
13826,,,,
13827,,,,
13828,,,,
13829,,,,
13830,,,,
13831,,,,
13832,,,,
13833,,,,
13834,,,,
13856,149.7,149.7,149.7,22100.0
13864,,,,
13865,,,,
13866,6990000.0,6990000.0,6990000.0,2.0
13867,,,,
13868,,,,
13870,,,,
13872,,,,
13873,31120000.0,31120000.0,31120000.0,1.0
13874,,,,
13876,,,,
13878,,,,
13879,,,,
13880,,,,
13881,,,,
13882,,,,
13883,,,,
13884,,,,
13885,,,,
13886,,,,
13887,,,,
13888,,,,
13889,,,,
13890,,,,
13891,,,,
13892,,,,
13893,,,,
13894,,,,
13918,,,,
13919,,,,
13920,,,,
13921,,,,
13922,,,,
13923,,,,
13924,103900000.0,103900000.0,103900000.0,1.0
13925,,,,
13926,,,,
13927,,,,
13929,50000000.0,64006428.57,69990000.0,20.0
13931,,,,
13933,,,,
13935,,,,
13937,129950000.0,151995285.714,189000000.0,24.0
13939,,,,
13941,132000000.0,132000000.0,132000000.0,1.0
13943,158300000.0,158300000.0,158300000.0,1.0
13945,119900000.0,119900000.0,119900000.0,1.0
13947,27000000.0,35038277.778333336,37190000.0,14.0
13948,76220000.0,76220000.0,76220000.0,1.0
13949,17330000.0,17346250.0,17360000.0,6.0
13950,,,,
13951,,,,
13952,,,,
13953,55000000.0,87233333.334,109000000.0,10.0
13954,189400000.0,189400000.0,189400000.0,1.0
13955,,,,
13956,,,,
13957,98660000.0,98750416.6675,98990000.0,9.0
13958,,,,
13959,106900000.0,107900000.0,109900000.0,5.0
13960,,,,
13962,,,,
13963,,,,
13964,,,,
13965,11900000.0,11970000.0,11990000.0,7.0
13966,3402000.0,3441666.6659999997,3447000.0,11.0
13967,45290.0,45290.0,45290.0,1.0
13968,4992000.0,4994800.0,4998000.0,9.0
13969,132000000.0,240676666.66799998,249450000.0,14.0
13970,4397000.0,4400583.333333333,4410000.0,11.0
13972,2670000.0,2691372.902,2720000.0,44.0
13974,4769000.0,4875125.0,4914000.0,11.0
13976,3446000.0,3469360.258,3510000.0,66.0
13978,1769500.0,2081135.454,2216000.0,38.0
13980,3143000.0,4046500.0,4950000.0,2.0
13982,9250000.0,13229380.0,17010000.0,31.0
13984,8465000.0,8821400.506000001,9953000.0,37.0
13986,,,,
13988,,,,
13990,,,,
13992,,,,
13994,15700000.0,15700000.0,15700000.0,2.0
13995,,,,
13996,,,,
13997,,,,
13998,174300000.0,174300000.0,174300000.0,2.0
13999,19260000.0,19260000.0,19260000.0,1.0
14001,26900000.0,28450000.0,30000000.0,4.0
14003,11210000.0,11787023.81,12000000.0,48.0
14005,,,,
14007,,,,
14009,,,,
14011,,,,
14013,,,,
14015,,,,
14017,,,,
14019,,,,
14021,,,,
14023,,,,
14025,,,,
14027,,,,
14029,,,,
14031,,,,
14033,,,,
14035,498600.0,498600.0,498600.0,1.0
14037,,,,
14039,4250000.0,4265000.0,4280000.0,2.0
14041,,,,
14043,4985000.0,6763533.333333333,7530000.0,12.0
14045,50000000.0,50000000.0,50000000.0,1.0
14047,29000000.0,29798000.0,30000000.0,20.0
14049,17670000.0,17670000.0,17670000.0,1.0
14051,,,,
14053,,,,
14055,,,,
14057,750000.0,750000.0,750000.0,1.0
14059,2877000.0,2878406.25,2880000.0,27.0
14061,,,,
14063,4799000.0,4799375.0,4800000.0,5.0
14065,9968000.0,9968000.0,9968000.0,3.0
14067,34000000.0,34180000.0,34360000.0,2.0
14068,,,,
14069,,,,
14070,42000000.0,42140000.0,42220000.0,5.0
14072,61400000.0,61730000.0,61910000.0,6.0
14074,26990000.0,26995000.0,27000000.0,2.0
14076,,,,
14078,,,,
14080,,,,
14082,,,,
14084,,,,
14086,,,,
14088,,,,
14090,240000.0,240000.0,240000.0,1.0
14092,,,,
14094,1241000.0,1241000.0,1241000.0,1.0
14096,,,,
14098,,,,
14100,124400000.0,125000000.0,125600000.0,6.0
14102,51650000.0,51650000.0,51650000.0,1.0
14104,,,,
14106,118500000.0,118500000.0,118500000.0,1.0
14108,,,,
14110,,,,
14112,,,,
14114,211200000.0,211200000.0,211200000.0,1.0
14116,129900000.0,129900000.0,129900000.0,1.0
14118,,,,
14120,132500000.0,145100000.0,158400000.0,7.0
14122,,,,
14124,29350000.0,29376666.666666668,29410000.0,5.0
14126,,,,
14127,84990000.0,84990000.0,84990000.0,1.0
14128,11970000.0,12590000.0,14430000.0,6.0
14130,11580000.0,13358333.333333334,16900000.0,4.0
14132,,,,
14134,34010000.0,34085000.0,34160000.0,3.0
14136,37460000.0,37460000.0,37460000.0,1.0
14138,,,,
14140,46950000.0,46986666.666666664,47010000.0,4.0
14142,49870000.0,50754666.66599999,54260000.0,11.0
14144,46310000.0,48576666.666666664,49780000.0,4.0
14146,54420000.0,54462500.0,54510000.0,6.0
14148,,,,
14150,34460000.0,34460000.0,34460000.0,1.0
14152,10490000.0,13745000.0,17000000.0,2.0
14154,,,,
14156,26080000.0,26080000.0,26080000.0,1.0
14158,26810000.0,30900000.0,34990000.0,2.0
14160,,,,
14162,70750000.0,70750000.0,70750000.0,1.0
14164,135900000.0,135900000.0,135900000.0,1.0
14166,,,,
14168,71760000.0,71777083.3325,71790000.0,9.0
14170,69500000.0,78290000.0,86100000.0,6.0
14172,22890000.0,23593333.333333332,24990000.0,4.0
14174,27950000.0,30433333.333333332,34350000.0,6.0
14176,34620000.0,34625000.0,34630000.0,2.0
14178,,,,
14184,,,,
14186,,,,
14188,179400000.0,179475000.0,179500000.0,4.0
14190,225600000.0,225600000.0,225600000.0,2.0
14192,,,,
14194,,,,
14196,,,,
14198,,,,
14200,,,,
14202,29500000.0,29500000.0,29500000.0,1.0
14204,52750000.0,53672976.19,53990000.0,21.0
14206,,,,
14208,,,,
14210,38000000.0,39833194.445,40600000.0,27.0
14212,,,,
14214,14990000.0,14990000.0,14990000.0,7.0
14218,,,,
14220,9999000.0,9999000.0,9999000.0,2.0
14222,,,,
14224,,,,
14226,,,,
14228,,,,
14230,80000000.0,86995000.0,88030000.0,9.0
14232,,,,
14234,4503000.0,33080750.0,43900000.0,7.0
14236,55000000.0,61637555.55666667,62150000.0,12.0
14238,135800000.0,135850000.0,135900000.0,3.0
14240,,,,
14242,,,,
14244,173200000.0,173766666.66666666,174900000.0,4.0
14246,70000000.0,72840000.0,74860000.0,6.0
14248,160900000.0,160900000.0,160900000.0,2.0
14250,,,,
14252,152500000.0,152625000.0,152700000.0,3.0
14254,,,,
14256,70000000.0,71204444.44333333,71460000.0,7.0
14258,,,,
14260,,,,
14262,152100000.0,155700000.0,159000000.0,19.0
14264,154700000.0,159750000.0,164800000.0,3.0
14266,50000000.0,54280000.0,54990000.0,9.0
14268,165000000.0,181741666.66666666,196000000.0,10.0
14270,83010000.0,83010000.0,83010000.0,1.0
14272,,,,
14274,,,,
14276,22510.0,22510.0,22510.0,2.0
14278,288600.0,288600.0,288600.0,4.0
14280,305400.0,305400.0,305400.0,2.0
14282,,,,
14284,,,,
14286,250700.0,250700.0,250700.0,1.0
14292,,,,
14295,9986000.0,9986000.0,9986000.0,1.0
14296,7571000.0,7571000.0,7571000.0,1.0
14297,,,,
14298,,,,
14299,,,,
14343,,,,
14358,,,,
14375,,,,
14377,,,,
14379,,,,
14381,,,,
14383,,,,
14385,,,,
14387,,,,
14389,,,,
14391,,,,
14393,,,,
14395,,,,
14397,,,,
14399,,,,
14401,,,,
14403,,,,
14405,,,,
14407,,,,
14409,,,,
14411,,,,
14413,,,,
14415,,,,
14417,,,,
14419,,,,
14421,,,,
14423,,,,
14425,,,,
14427,,,,
14429,,,,
14431,,,,
14433,,,,
14435,,,,
14437,,,,
14439,,,,
14441,,,,
14443,,,,
14445,,,,
14447,,,,
14449,,,,
14451,,,,
14453,,,,
14455,,,,
14457,,,,
14459,,,,
14461,,,,
14463,,,,
14465,,,,
14467,,,,
14469,,,,
14471,,,,
14473,,,,
14475,,,,
14483,,,,
14484,,,,
14486,,,,
14488,,,,
14490,,,,
14492,,,,
14494,,,,
14496,,,,
14498,,,,
14500,,,,
14502,,,,
14504,,,,
14506,,,,
14508,,,,
14510,,,,
14512,,,,
14514,,,,
14516,,,,
14518,,,,
14520,,,,
14522,,,,
14524,,,,
14525,,,,
14526,,,,
14527,,,,
14528,,,,
14530,,,,
14532,,,,
14534,,,,
14536,,,,
14538,,,,
14540,,,,
14542,,,,
14544,,,,
14546,,,,
14548,,,,
14550,,,,
14552,,,,
14554,,,,
14556,,,,
14560,,,,
14564,,,,
14568,,,,
14572,,,,
14576,,,,
14580,,,,
14584,,,,
14588,,,,
14592,,,,
14597,,,,
14599,,,,
14601,,,,
14603,,,,
14606,,,,
14610,,,,
14614,,,,
14618,,,,
14622,,,,
14626,,,,
14630,,,,
14634,,,,
14636,,,,
14638,,,,
14640,,,,
14642,,,,
14644,,,,
14646,,,,
14648,,,,
14650,,,,
14652,,,,
14654,,,,
14656,,,,
14658,,,,
14660,,,,
14662,,,,
14664,,,,
14666,,,,
14668,,,,
14670,,,,
14672,,,,
14674,,,,
14676,,,,
14678,,,,
14680,,,,
14681,,,,
14682,,,,
14683,,,,
14684,,,,
14686,,,,
14688,,,,
14690,,,,
14692,,,,
14694,,,,
14696,,,,
14698,,,,
14700,,,,
14701,,,,
14702,,,,
14703,,,,
14704,,,,
14705,,,,
14706,,,,
14707,,,,
14708,,,,
14710,,,,
14712,,,,
14714,,,,
14716,,,,
14718,,,,
14720,,,,
14722,,,,
14724,,,,
14726,,,,
14728,,,,
14730,,,,
14732,,,,
14734,,,,
14736,,,,
14738,,,,
14740,,,,
14742,,,,
14744,,,,
14746,,,,
14748,,,,
14749,,,,
14750,,,,
14751,,,,
14752,,,,
14753,,,,
14754,,,,
14755,,,,
14756,,,,
14757,,,,
14758,,,,
14759,,,,
14760,,,,
14761,,,,
14762,,,,
14763,,,,
14764,,,,
14765,,,,
14766,,,,
14767,,,,
14768,,,,
14770,,,,
14772,,,,
14774,,,,
14776,,,,
14778,,,,
14780,,,,
14782,,,,
14784,,,,
14786,,,,
14788,,,,
14790,,,,
14792,,,,
14794,,,,
14796,,,,
14798,,,,
14800,,,,
14802,,,,
14804,,,,
14806,,,,
14808,,,,
14810,,,,
14812,,,,
14814,,,,
14816,,,,
14818,,,,
14820,,,,
14822,,,,
14824,,,,
14826,,,,
14828,,,,
14830,,,,
14832,,,,
14834,,,,
14836,,,,
14838,,,,
14840,,,,
14842,,,,
14844,,,,
14846,,,,
14848,,,,
14849,,,,
14850,,,,
14851,,,,
14852,,,,
14853,,,,
14854,,,,
14855,,,,
14856,,,,
14858,,,,
14860,,,,
14862,,,,
14864,,,,
14866,,,,
14868,,,,
14870,,,,
14872,,,,
14874,,,,
14876,,,,
14878,,,,
14880,,,,
14882,,,,
14884,,,,
14886,,,,
14888,,,,
14890,,,,
14892,,,,
14894,,,,
14896,,,,
14898,,,,
14900,,,,
14902,,,,
14904,,,,
14906,,,,
14908,,,,
14910,,,,
14912,,,,
14914,,,,
14916,,,,
14918,,,,
14920,,,,
14922,,,,
14924,,,,
14926,,,,
14928,,,,
14930,,,,
14932,,,,
14934,,,,
14936,,,,
14938,,,,
14940,,,,
14942,,,,
14944,,,,
14946,,,,
14948,,,,
14950,,,,
14952,,,,
14954,,,,
14956,,,,
14958,,,,
14960,,,,
14962,,,,
14964,,,,
14966,,,,
14968,,,,
14970,,,,
14972,,,,
14974,,,,
14976,,,,
14978,,,,
14980,,,,
14982,,,,
14984,,,,
14986,,,,
14988,,,,
14990,,,,
14992,,,,
14994,,,,
14996,,,,
14998,,,,
15000,,,,
15002,,,,
15004,,,,
15006,,,,
15008,,,,
15010,,,,
15012,,,,
15014,,,,
15016,,,,
15018,,,,
15020,,,,
15022,,,,
15024,,,,
15026,,,,
15028,,,,
15030,,,,
15032,,,,
15034,,,,
15036,,,,
15038,,,,
15040,,,,
15042,,,,
15044,,,,
15046,,,,
15048,,,,
15050,,,,
15052,,,,
15054,,,,
15056,,,,
15058,,,,
15060,,,,
15062,,,,
15064,,,,
15066,,,,
15068,,,,
15070,,,,
15072,,,,
15074,,,,
15076,,,,
15078,,,,
15080,,,,
15082,,,,
15084,,,,
15086,,,,
15088,,,,
15090,,,,
15092,,,,
15094,,,,
15096,,,,
15098,,,,
15100,,,,
15102,,,,
15104,,,,
15106,,,,
15108,,,,
15110,,,,
15112,,,,
15114,,,,
15116,,,,
15118,,,,
15120,,,,
15122,,,,
15124,,,,
15126,,,,
15128,,,,
15130,,,,
15132,,,,
15134,,,,
15136,,,,
15138,,,,
15140,,,,
15142,,,,
15144,,,,
15146,,,,
15148,,,,
15150,,,,
15152,,,,
15154,,,,
15156,,,,
15158,,,,
15160,,,,
15161,,,,
15162,,,,
15163,,,,
15164,,,,
15166,,,,
15168,,,,
15170,,,,
15172,,,,
15174,,,,
15176,,,,
15178,,,,
15180,,,,
15182,,,,
15184,,,,
15186,,,,
15188,,,,
15190,,,,
15192,,,,
15194,,,,
15196,,,,
15198,,,,
15200,,,,
15202,,,,
15204,,,,
15206,,,,
15208,,,,
15210,,,,
15212,,,,
15214,,,,
15216,,,,
15218,,,,
15220,,,,
15222,,,,
15224,,,,
15226,,,,
15228,,,,
15230,,,,
15232,,,,
15234,,,,
15236,,,,
15238,,,,
15240,,,,
15242,,,,
15244,,,,
15246,,,,
15248,,,,
15250,,,,
15252,,,,
15254,,,,
15256,,,,
15258,,,,
15260,,,,
15262,,,,
15264,,,,
15266,,,,
15268,,,,
15270,,,,
15272,,,,
15274,,,,
15276,,,,
15278,,,,
15280,,,,
15282,,,,
15284,,,,
15286,,,,
15288,,,,
15290,,,,
15292,,,,
15294,,,,
15296,,,,
15298,,,,
15300,,,,
15302,,,,
15304,,,,
15306,,,,
15308,,,,
15310,,,,
15312,,,,
15314,,,,
15316,,,,
15317,,,,
15331,605.0,605.0,605.0,1151.0
15353,,,,
15410,,,,
15416,,,,
15437,,,,
15447,,,,
15457,,,,
15458,,,,
15459,,,,
15460,2942000.0,2942187.5,2944000.0,27.0
15461,,,,
15462,,,,
15463,550100.0,1957954.26,2112000.0,239.0
15464,8800000.0,8867916.665,8898000.0,18.0
15465,,,,
15466,2795000.0,2796400.0,2798000.0,30.0
15477,8200000.0,8200000.0,8200000.0,7.0
15478,10000000.0,25020833.3325,26400000.0,10.0
15479,1680000.0,1753714.2859999998,1800000.0,28.0
15480,6100000.0,6175333.333333333,6213000.0,4.0
15508,38300.0,38438.48333333333,39000.0,382.0
15509,,,,
15510,92600.0,94456.685,99990.0,63.0
15511,,,,
15587,,,,
15588,,,,
15589,,,,
15590,,,,
15591,,,,
15592,,,,
15593,,,,
15594,,,,
15596,,,,
15597,,,,
15598,,,,
15599,,,,
15600,,,,
15601,,,,
15602,,,,
15604,,,,
15605,,,,
15607,,,,
15608,,,,
15609,,,,
15610,,,,
15611,,,,
15612,,,,
15613,,,,
15614,,,,
15615,,,,
15617,,,,
15618,,,,
15619,,,,
15620,,,,
15621,,,,
15622,,,,
15623,,,,
15625,,,,
15626,,,,
15627,,,,
15628,,,,
15629,,,,
15630,,,,
15631,,,,
15632,,,,
15634,,,,
15635,,,,
15636,,,,
15637,,,,
15638,,,,
15639,,,,
15640,,,,
15641,,,,
15642,,,,
15643,,,,
15645,,,,
15646,,,,
15647,,,,
15648,,,,
15649,,,,
15650,,,,
15653,,,,
15654,,,,
15655,,,,
15656,,,,
15657,,,,
15658,,,,
15659,,,,
15660,,,,
15661,,,,
15662,,,,
15663,,,,
15664,,,,
15666,,,,
15667,,,,
15668,,,,
15669,,,,
15670,,,,
15671,,,,
15672,,,,
15673,,,,
15674,,,,
15675,146400000.0,146400000.0,146400000.0,1.0
15677,,,,
15681,133000000.0,138649649.435,146500000.0,50.0
15683,134900000.0,139750000.0,142500000.0,11.0
15685,,,,
15687,,,,
15689,,,,
15691,,,,
15693,13840000.0,13881000.0,13990000.0,11.0
15695,,,,
15697,,,,
15699,,,,
15701,,,,
15703,,,,
15705,,,,
15707,,,,
15709,4751000.0,4751000.0,4751000.0,1.0
15711,4091000.0,4091000.0,4091000.0,1.0
15713,24980000.0,24980000.0,24980000.0,2.0
15715,,,,
15717,,,,
15719,,,,
15721,,,,
15723,,,,
15725,10880000.0,11330000.0,11780000.0,2.0
15727,,,,
15729,42110000.0,44459591.96,44950000.0,86.0
15731,,,,
15733,,,,
15735,,,,
15737,,,,
15739,30000000.0,32326666.666666668,33490000.0,3.0
15741,,,,
15742,,,,
15743,,,,
15744,,,,
15745,,,,
15746,147200000.0,147200000.0,147200000.0,1.0
15747,,,,
15749,,,,
15751,,,,
15753,65140000.0,65245000.0,65420000.0,4.0
15755,,,,
15757,69960000.0,69960000.0,69960000.0,1.0
15759,50940000.0,50940000.0,50940000.0,1.0
15761,,,,
15764,179000000.0,189500000.0,200000000.0,2.0
15766,43500000.0,45202805.555,53590000.0,30.0
15768,,,,
15770,64500000.0,67767462.1225,78670000.0,20.0
15772,,,,
15776,,,,
15778,,,,
15780,,,,
15784,,,,
15786,,,,
15788,,,,
15790,43850000.0,43858333.333333336,43870000.0,6.0
15792,134400000.0,134400000.0,134400000.0,4.0
15794,,,,
15796,,,,
15798,,,,
15800,,,,
15802,,,,
15804,,,,
15806,103000000.0,105367500.0,107400000.0,21.0
15808,,,,
15810,99980000.0,102696210.31666666,103800000.0,27.0
15812,,,,
15813,73780000.0,86840000.0,99900000.0,2.0
15814,,,,
15815,,,,
15816,,,,
15817,,,,
15818,,,,
15820,,,,
15821,,,,
15823,,,,
15824,,,,
15825,,,,
15826,,,,
15827,,,,
15828,,,,
15829,,,,
15830,,,,
15831,,,,
15832,,,,
15833,,,,
15834,,,,
15835,,,,
15836,,,,
15837,,,,
15838,,,,
15840,,,,
15841,,,,
15843,,,,
15844,,,,
15845,,,,
15846,,,,
15847,,,,
15848,,,,
15849,,,,
15850,,,,
15851,,,,
15852,,,,
15853,,,,
15854,,,,
15855,,,,
15856,,,,
15857,,,,
15858,,,,
15859,,,,
15860,,,,
15861,,,,
15862,,,,
15863,,,,
15864,,,,
15865,,,,
15866,,,,
15867,,,,
15868,,,,
15869,,,,
15870,,,,
15871,,,,
15872,,,,
15873,,,,
15874,,,,
15875,,,,
15877,,,,
15879,,,,
15881,,,,
15883,,,,
15885,,,,
15887,80000000.0,83540000.0,84750000.0,4.0
15889,83460000.0,83603750.0,83750000.0,5.0
15891,147000000.0,147275000.0,147600000.0,10.0
15893,153300000.0,153350000.0,153400000.0,2.0
15895,110600000.0,112667857.14333333,121000000.0,13.0
15897,,,,
15898,25870000.0,25870000.0,25870000.0,3.0
15899,,,,
15900,,,,
15901,,,,
15902,,,,
15903,,,,
15904,,,,
15905,98970000.0,98970000.0,98970000.0,2.0
15907,,,,
15909,,,,
15911,,,,
15913,,,,
15915,,,,
15917,,,,
15919,,,,
15921,,,,
15923,,,,
15925,2999000.0,2999000.0,2999000.0,8.0
15927,,,,
15929,,,,
15931,29950000.0,29950000.0,29950000.0,2.0
15933,,,,
15935,,,,
15937,,,,
15939,,,,
15941,,,,
15943,,,,
15945,,,,
15947,,,,
15949,,,,
15951,,,,
15953,,,,
15955,,,,
15957,,,,
15959,,,,
15961,,,,
15963,17030000.0,167007333.334,178000000.0,20.0
15965,126400000.0,127033333.33500001,129000000.0,5.0
15967,,,,
15979,,,,
15980,,,,
15981,,,,
15992,,,,
15993,,,,
15994,,,,
15996,,,,
15997,,,,
15998,,,,
15999,,,,
16000,,,,
16001,,,,
16002,,,,
16003,,,,
16004,167500000.0,167500000.0,167500000.0,1.0
16005,,,,
16006,,,,
16008,27900000.0,27900000.0,27900000.0,5.0
16009,,,,
16046,,,,
16047,,,,
16048,,,,
16049,,,,
16050,,,,
16051,,,,
16052,,,,
16053,,,,
16054,,,,
16055,,,,
16056,,,,
16057,,,,
16058,,,,
16059,,,,
16060,,,,
16061,,,,
16062,,,,
16064,,,,
16065,,,,
16067,,,,
16068,,,,
16069,,,,
16118,,,,
16119,,,,
16120,,,,
16121,,,,
16122,,,,
16123,,,,
16124,,,,
16125,,,,
16126,,,,
16179,,,,
16180,,,,
16181,,,,
16182,,,,
16183,,,,
16184,,,,
16185,,,,
16186,,,,
16187,,,,
16188,,,,
16189,,,,
16213,,,,
16214,,,,
16216,,,,
16220,,,,
16221,,,,
16227,59740000.0,59805000.0,59850000.0,5.0
16228,,,,
16229,61700000.0,61801666.666666664,62000000.0,6.0
16230,,,,
16231,61900000.0,61973750.0,63000000.0,21.0
16232,,,,
16233,62000000.0,62666666.666666664,64000000.0,4.0
16234,,,,
16236,2039000.0,2040666.6675,2045000.0,6.0
16237,,,,
16238,1490000.0,1499500.0,1500000.0,12.0
16239,,,,
16240,1500000.0,1583224.2416666665,1642000.0,57.0
16241,,,,
16242,450000.0,1693448.484,1980000.0,26.0
16243,,,,
16245,,,,
16246,137500000.0,137700000.0,137900000.0,3.0
16247,,,,
16248,169900000.0,169900000.0,169900000.0,2.0
16249,,,,
16262,,,,
16263,,,,
16264,,,,
16265,,,,
16266,,,,
16267,,,,
16268,,,,
16269,,,,
16272,60.0,66.63000000000001,70.0,11091975.0
16273,151.1,206.25,218.0,11556801.0
16274,430.2,601.3000000000001,638.7,13702481.0
16275,3480.0,3486.3333333333335,3495.0,789408.0
16278,5800000.0,5805151.851666667,5900000.0,66.0
16279,,,,
16281,,,,
16297,103.6,44712.412,54980.0,16.0
16299,700.0,75828.6,100000.0,19.0
16301,175000.0,178873.334,180000.0,10.0
16303,10000.0,124858.97833333333,128600.0,72.0
16305,,,,
16313,,,,
16321,,,,
16329,,,,
16337,,,,
16345,,,,
16357,291600.0,291600.0,291600.0,1.0
16359,216200.0,216450.0,216700.0,2.0
16365,524400.0,524950.0,525500.0,4.0
16367,268700.0,272933.3333333333,280400.0,5.0
16373,498600.0,529650.0,560700.0,4.0
16375,1766000.0,1766000.0,1766000.0,3.0
16381,377900.0,377900.0,377900.0,1.0
16383,463200.0,716550.0,969900.0,2.0
16391,379900.0,463743.4716666667,484900.0,78.0
16399,,,,
